id,features
902,"[-0.21545001864433289, -0.4176417291164398, 0.0053770216181874275, 0.11061673611402512, 0.5582119822502136, 0.1323285698890686, 0.3113173246383667, -0.34161388874053955, 0.3728197515010834, 0.4870739281177521, -0.23789548873901367, -0.5157084465026855, 0.35711076855659485, -0.47792983055114746, 0.9403167963027954, -0.31961649656295776, 0.08020289242267609, -0.14819809794425964, -0.1568467617034912, -0.3148984909057617, -0.6403235793113708, 0.0694342851638794, -0.2906372547149658, -0.0634666234254837, -0.4282166063785553, 0.02040856145322323, -0.3877907991409302, 0.2529049515724182, 0.19150136411190033, -0.6099280714988708, -0.7645901441574097, -0.9204822778701782, 0.40846073627471924, -0.04302334785461426, -0.22974397242069244, -0.04412368685007095, -0.4080003499984741, -0.15693596005439758, -0.3939782381057739, 0.11933346092700958, -0.40201905369758606, 0.6996867656707764, -0.3308529257774353, -0.4779374599456787, 0.11751154810190201, 1.545656681060791, -0.20406122505664825, -0.013261808082461357, -0.35208550095558167, -0.20416605472564697, -0.3081532120704651, 0.08833827078342438, -0.1288945972919464, 0.0817909836769104, 0.252581387758255, -9.540039172861725e-05, -0.62455153465271, 0.4430338442325592, 0.4267493188381195, -0.33749330043792725, -0.20396044850349426, 0.4503748416900635, 0.22001920640468597, -0.6339991688728333, 0.34863942861557007, 0.05421243980526924, 0.017062490805983543, -0.1683548241853714, -0.05921010300517082, 0.39321836829185486, -0.14028310775756836, -0.3543693423271179, -0.12851779162883759, -0.2175920456647873, -0.514512300491333, -0.2763126790523529, -0.3367457687854767, 0.016009865328669548, 0.40172162652015686, -0.015550105832517147, -0.7011527419090271, -0.26300299167633057, 0.08949410915374756, 0.6462292671203613, -0.3521459400653839, 0.3108445107936859, 0.43363210558891296, 0.6580179333686829, -0.9613626599311829, -0.4240586757659912, 0.11072053015232086, -0.4846324324607849, 0.5511458516120911, -0.26684054732322693, -0.15523025393486023, 0.004803218878805637, 0.9158014059066772, -0.022567912936210632, 0.26588210463523865, -0.3997272253036499]"
912,"[0.12830741703510284, 0.14767207205295563, -0.057528529316186905, 0.4145086407661438, 0.5405929088592529, 0.1896129697561264, 1.023546576499939, 0.06371720135211945, 0.402654230594635, 0.37853795289993286, -0.8463171124458313, -0.1462070643901825, 0.0862637534737587, 0.4356060326099396, 0.7647098302841187, -0.7530301213264465, -0.1389388144016266, -0.26054224371910095, -0.022000692784786224, -0.21882089972496033, -0.26394420862197876, 0.35017624497413635, -0.8300636410713196, 0.2329551726579666, 0.5297742486000061, 0.3406616449356079, -0.319640576839447, -0.5634080171585083, 0.4579308032989502, -0.46474790573120117, -0.7612338066101074, -0.43344584107398987, 0.36249855160713196, 0.05146988108754158, 0.1595194935798645, -0.0339578278362751, -0.08614611625671387, 0.0864025130867958, -0.23912997543811798, 0.3406025171279907, -0.6301416754722595, 0.19536292552947998, -0.22204825282096863, -0.2196405977010727, 0.44052618741989136, 0.2597367465496063, -0.1229562908411026, 0.3646712601184845, -0.420539528131485, -0.30192461609840393, -0.9688400030136108, 0.243860125541687, 0.1584281623363495, 0.0014232674147933722, -0.22640201449394226, -0.08144606649875641, -0.407164603471756, -0.3911043107509613, 0.15391001105308533, -0.3561245799064636, 0.4303906261920929, -0.6807087659835815, -0.27316999435424805, -0.018900422379374504, 0.013715452514588833, -0.12717825174331665, 0.2152652144432068, -0.5224878787994385, -0.44902750849723816, -0.15397314727306366, -0.3282714784145355, -0.35490646958351135, -0.2800288796424866, -0.23035578429698944, -0.44121694564819336, 0.04831301048398018, -0.5368646383285522, -0.18135331571102142, 0.40181204676628113, 0.5821413993835449, 0.14208559691905975, -0.4790661931037903, -0.2356642782688141, 0.06043539196252823, -0.1482468545436859, 0.6255634427070618, 0.007250024937093258, 0.5933334231376648, -0.6678401827812195, 0.21330751478672028, -0.462892085313797, -0.21848076581954956, 0.44054365158081055, 0.28631770610809326, 0.1315244883298874, -0.5888907313346863, 0.3687168061733246, 0.39350026845932007, -0.3802050054073334, 0.08914193511009216]"
922,"[-0.008412684313952923, -0.45154568552970886, 0.3086574077606201, -0.053677599877119064, 0.20186761021614075, 0.442229688167572, 0.4337795674800873, 0.030128728598356247, 0.19647768139839172, 0.18955421447753906, 0.30254969000816345, -0.24492406845092773, -0.1626747101545334, 0.005022792145609856, 0.3248504102230072, -0.22696183621883392, -0.2897125482559204, -0.14865203201770782, 0.16576334834098816, -0.13297662138938904, 0.2292294055223465, 0.13028252124786377, -0.2508033215999603, 0.07057720422744751, 0.39850693941116333, -0.12325181812047958, -0.07810725271701813, 0.12891307473182678, -0.16246122121810913, 0.14691565930843353, -0.27020931243896484, -0.536431074142456, 0.3069930672645569, 0.06439198553562164, 0.099199078977108, 0.026176929473876953, -0.15545354783535004, -0.5372428894042969, -0.5043461322784424, 0.4162447154521942, -0.24007533490657806, -0.020918099209666252, 0.11117690801620483, 0.06622379273176193, 0.1751497983932495, 0.03456561267375946, 0.22316023707389832, 0.3455294966697693, -0.6882755160331726, 0.03937900811433792, 0.2659284770488739, 0.10939615964889526, 0.08363156020641327, -0.24933956563472748, -0.21588315069675446, 0.07075300067663193, -0.6143712401390076, -0.12359980493783951, 0.19954553246498108, -0.2811228036880493, -0.3411096930503845, -0.11749971657991409, 0.17442838847637177, -0.21859101951122284, 0.18161557614803314, -0.10015752911567688, 0.16176922619342804, -0.32967036962509155, -0.2816470265388489, 0.39904218912124634, -0.2498656064271927, -0.517996072769165, -0.17453227937221527, 0.02533123455941677, -0.5805309414863586, -0.027987323701381683, -0.5305567383766174, 0.4030162990093231, -0.10192915052175522, 0.07440093904733658, -0.12521257996559143, 0.3930394947528839, -0.3192068934440613, 0.19337846338748932, 0.37396177649497986, 0.03067052736878395, 0.16780400276184082, 0.1451016068458557, -0.008161350153386593, -0.28549784421920776, -0.20391245186328888, -0.07625534385442734, -0.13264422118663788, 0.10841728001832962, -0.39036038517951965, 0.13513627648353577, 0.18992984294891357, 0.4412998855113983, 0.23110461235046387, -0.30289775133132935]"
932,"[0.13339988887310028, 0.3716689646244049, -0.17344167828559875, -0.17133963108062744, -0.019306635484099388, 0.6918901205062866, 0.08241511881351471, 0.3675219714641571, 0.6059069037437439, -0.11115054786205292, 0.3407094180583954, -0.15525560081005096, 0.903910756111145, 0.4407082498073578, 0.1875017136335373, -0.7086588740348816, -0.2495524287223816, -0.2925584316253662, -0.2035418450832367, -0.47583621740341187, -0.21157941222190857, -0.2652687728404999, -0.22452391684055328, 0.34117093682289124, 0.5278387665748596, 0.028047582134604454, 0.2616821527481079, 0.251962274312973, -0.2811920940876007, -0.17136584222316742, -0.18274205923080444, 0.2159387320280075, 0.31964102387428284, -0.1878606230020523, 0.05108523741364479, -0.489277184009552, -0.40661224722862244, 0.08679182082414627, 0.09355365484952927, 0.8727992177009583, -0.22329804301261902, -0.18221384286880493, -1.0801275968551636, 0.191499263048172, 0.6440566778182983, -0.1431480199098587, 0.7898904085159302, -0.3563139736652374, 0.4224777817726135, -0.6050922870635986, -0.055263668298721313, 0.18230777978897095, -0.11452224850654602, -0.2324139028787613, 0.15711289644241333, -0.46394187211990356, -0.1706421971321106, -0.581731379032135, -0.11156545579433441, 0.06287388503551483, -0.2546205222606659, 0.7368003129959106, -0.31579285860061646, 0.26479190587997437, 0.10812927037477493, -0.1344175785779953, -0.19938614964485168, -0.17321108281612396, -0.0815502479672432, 0.5094568133354187, -1.149454951286316, -0.4890786409378052, -0.21972042322158813, 0.27381810545921326, -0.45337164402008057, 0.041887249797582626, -0.4869328737258911, 0.5685725808143616, -0.17124751210212708, 0.11491203308105469, -0.02889125421643257, -0.23296001553535461, -0.41110751032829285, 0.25374388694763184, 0.005357393063604832, -0.17540456354618073, -0.4098532795906067, 0.17483535408973694, -0.7366477251052856, -0.20847328007221222, -0.22273893654346466, -0.3238813281059265, 0.07563735544681549, -0.030863149091601372, 0.19023019075393677, -0.2004482001066208, 0.34149879217147827, -0.059640463441610336, -0.7456740140914917, -0.4308205246925354]"
942,"[-0.027393212541937828, -0.33486494421958923, -0.2294711470603943, -0.8314598202705383, 0.3434867262840271, 0.30264562368392944, 0.1831779181957245, -0.19542381167411804, 0.27932655811309814, -0.20935891568660736, -0.294788122177124, -0.6075429320335388, 0.3751228153705597, -0.5103865265846252, 0.7877845764160156, -0.348327100276947, -0.328471839427948, -0.8233762383460999, 0.07601361721754074, -0.7860192656517029, -0.035268716514110565, -0.026213400065898895, -0.4394319951534271, 0.10511951148509979, 0.40445029735565186, 0.7039708495140076, 0.3213900625705719, -0.43088245391845703, 0.012399137020111084, -0.4610825181007385, -0.16568733751773834, -0.29806485772132874, -0.23069502413272858, 0.8315594792366028, -0.11353915929794312, 0.30520564317703247, -0.09738423675298691, 0.435253381729126, 0.4955873191356659, 0.4426674246788025, -0.9555628299713135, 0.4604734778404236, -0.01744696870446205, -0.14902935922145844, 0.12946896255016327, 0.28494253754615784, 0.08317241072654724, -0.03513389453291893, 0.5683416724205017, 0.4089294970035553, 0.22399333119392395, -0.330183207988739, -0.2768630385398865, 0.3553687632083893, 0.03770584985613823, 0.28996390104293823, -0.03371324762701988, -0.6586614847183228, 0.5713793635368347, -0.9451357126235962, 0.10135666280984879, 0.5112876296043396, 0.10555680096149445, 0.09028953313827515, 0.34794577956199646, -0.4650615453720093, 0.003002281067892909, -0.361998051404953, 0.2821793854236603, -0.40454593300819397, 0.07335934042930603, -0.12444052845239639, 0.5880485773086548, -0.20626968145370483, -0.2123095542192459, 0.17157907783985138, -0.3614407479763031, 0.362865686416626, -0.019353821873664856, 0.6637923121452332, -0.2954273819923401, 0.02907232940196991, 0.9324404001235962, 0.18085525929927826, 0.13230904936790466, 0.5685968399047852, -0.3664758503437042, 0.38293981552124023, -0.14440934360027313, -0.7621447443962097, 0.06152969226241112, -0.10479635000228882, 0.21064232289791107, 0.211568683385849, -0.039940305054187775, 0.08053752779960632, 0.14111454784870148, 0.15446090698242188, -0.40360161662101746, 0.18371932208538055]"
952,"[-0.7482625246047974, -0.09196346253156662, 0.3714730739593506, 0.3044077157974243, 0.020936092361807823, 0.8982765078544617, 0.14151149988174438, 0.3089301884174347, 0.8346537947654724, -0.3837396204471588, -0.04626953974366188, 0.047338567674160004, 0.08602190017700195, 0.5473864674568176, 0.6266309022903442, -0.2769949734210968, -0.6196008920669556, -0.2637557089328766, 0.0880265161395073, -0.989812433719635, 0.057953618466854095, -0.0641428530216217, -0.2422436773777008, 0.4851124584674835, -0.03487592563033104, 1.4023233652114868, -0.19547070562839508, 0.05929872393608093, -0.404934287071228, -0.636831521987915, -0.6310451626777649, -0.3380809426307678, 0.3929242193698883, 0.13118727505207062, 0.27767282724380493, -0.89091557264328, 0.012756972573697567, -0.31627941131591797, 0.034207385033369064, -0.2231263518333435, 0.02786053717136383, 0.26879698038101196, 0.15695591270923615, 0.5112059116363525, -0.2413005530834198, 0.6228660941123962, 0.3935678005218506, -0.14144693315029144, -0.05297271907329559, -0.24078209698200226, -0.36563339829444885, -0.32489898800849915, -0.06666872650384903, -0.13809211552143097, -0.1820032000541687, 0.7790687680244446, 0.1877562701702118, 0.0407780222594738, 0.15228216350078583, -0.4436166286468506, -0.40336260199546814, -0.10497122257947922, 0.8542662262916565, 0.2039879858493805, -0.04707828164100647, 0.427232027053833, 0.3500434458255768, -0.3531889319419861, 0.674748420715332, 0.04633135348558426, -0.4660281538963318, -0.1820635348558426, 0.27555450797080994, -0.07137807458639145, -0.6948893070220947, -0.20030277967453003, -0.8995514512062073, 0.20874786376953125, 0.17609728872776031, 0.2690294086933136, -0.40496930480003357, 0.009491601027548313, 0.017654474824666977, 0.8170915246009827, 0.2820277512073517, -0.08791293948888779, 0.261368066072464, 0.16266441345214844, -0.05036606267094612, -0.13733188807964325, -0.06444456428289413, 0.3726329505443573, 0.2529209554195404, -0.5543456077575684, 0.06893855333328247, -0.07549908757209778, 0.15426097810268402, -0.04797542467713356, -0.461117148399353, 0.3151383697986603]"
962,"[-0.5564804077148438, 0.3161771595478058, -0.614529013633728, -0.5638025999069214, -0.34085145592689514, 0.5213493704795837, -0.000897846941370517, -0.32008886337280273, -0.21045340597629547, 0.19312480092048645, 0.042352259159088135, -0.25393441319465637, 0.08814629912376404, -0.26447805762290955, 0.3602292537689209, -0.4377450942993164, -0.4296899139881134, 0.08564581722021103, -0.18338224291801453, -0.17835307121276855, -0.047626882791519165, -0.014464179053902626, -0.3177696168422699, -0.012745472602546215, 0.13622982800006866, 0.5109158158302307, 0.08753123134374619, -0.37319132685661316, 0.26946738362312317, 0.6021873950958252, -0.5348066091537476, 0.5226839780807495, 0.17793478071689606, 0.2549046277999878, -0.24579651653766632, -1.058803915977478, -0.2223462015390396, -0.03311765938997269, 0.5950201749801636, 0.17189660668373108, -0.1710285097360611, -0.25843921303749084, -0.8276411890983582, 0.5905812978744507, 0.581657350063324, -0.1296973079442978, 0.3556487560272217, -0.3264636993408203, 0.6878751516342163, -0.3730311095714569, -0.10813989490270615, 0.5883391499519348, 0.15901651978492737, 1.047210931777954, -0.3459707498550415, -0.21856890618801117, -0.8062532544136047, -0.0064475336112082005, 0.07058324664831161, -0.6957958936691284, 0.09058031439781189, -0.10386894643306732, -0.44766783714294434, -0.1984955370426178, 0.12787961959838867, -0.1491962969303131, 0.6084157228469849, -0.4685763716697693, -0.5030450820922852, 0.3237299919128418, 0.05248938500881195, 0.10638318955898285, -1.4816668033599854, 0.7975049614906311, -0.09591570496559143, -0.4087930917739868, -0.30083945393562317, -0.4438989758491516, -0.4737361967563629, -0.3661668598651886, 0.24504230916500092, -0.1949758380651474, -0.4723479151725769, -0.30739885568618774, 0.010164572857320309, -0.10115725547075272, 0.17860402166843414, -0.18330921232700348, -0.2855127155780792, -0.3099963665008545, -0.04262051731348038, -0.8859903812408447, -0.31629934906959534, -0.2966894805431366, 0.020805319771170616, -0.1410568505525589, 0.6232362985610962, 0.15535913407802582, -0.5426521301269531, -0.8643417358398438]"
972,"[-0.23611025512218475, 0.021859589964151382, -0.7845797538757324, 0.05153721943497658, 0.3253666162490845, 0.29042723774909973, -0.3114375174045563, -0.1133875623345375, 0.6089589595794678, 0.22975461184978485, 0.7510833144187927, -0.3072228729724884, 0.4027593433856964, -0.32856279611587524, 0.03608080372214317, -0.2164658010005951, -0.4704391062259674, -0.6973325610160828, 0.853327751159668, -0.43727028369903564, -0.45708808302879333, 0.3343616724014282, -0.1703837513923645, -0.23516438901424408, 0.27131569385528564, 0.1365872621536255, 0.2769912779331207, 0.01259405817836523, -0.26738959550857544, -0.15484519302845, -0.15358063578605652, -0.38219428062438965, 0.061742231249809265, 0.1594315618276596, -0.17743489146232605, -0.6396949887275696, 0.2361527681350708, -0.13072708249092102, -0.2520197033882141, -0.06558769941329956, -0.3130565583705902, -0.2885918617248535, 0.01707286387681961, 0.3204690217971802, 0.27868160605430603, 0.36070337891578674, -0.091578908264637, 0.07563350349664688, 0.06622199714183807, -0.08706295490264893, 0.9983694553375244, -0.06567546725273132, 0.30884888768196106, 0.13661512732505798, -0.20895451307296753, 1.1049516201019287, -0.3119595944881439, -0.5518700480461121, 0.6490522027015686, -0.37064027786254883, -0.19021286070346832, 0.012770378962159157, -0.5491827130317688, -0.38981568813323975, 0.14340947568416595, 0.3904390335083008, 0.273334801197052, -0.02430705353617668, 0.32086265087127686, -0.24038806557655334, 0.8151243329048157, -0.26178932189941406, -0.29092034697532654, -0.20759767293930054, -0.016164343804121017, -0.4129056930541992, -0.35645410418510437, 0.19106099009513855, -0.2752547562122345, 0.8665000200271606, -0.22799186408519745, -0.5668830871582031, -0.03557266667485237, -0.22142736613750458, 1.251619577407837, 0.5863116383552551, 0.5814753770828247, 0.8219771385192871, -1.0275105237960815, 0.5023326277732849, 0.0721927136182785, -0.16975976526737213, -0.4099155068397522, 0.4520428478717804, 0.016119498759508133, 0.25282368063926697, 0.7982410192489624, -0.15929974615573883, -0.7369690537452698, -0.2549741864204407]"
982,"[0.49793145060539246, 0.5032740235328674, 0.038998719304800034, -0.24777169525623322, 0.3046989440917969, 0.8250155448913574, 0.3391808867454529, -0.2623160183429718, -0.07652144879102707, 0.3867816627025604, -0.10859928280115128, -0.4491524398326874, 0.327106773853302, 0.020131902769207954, -0.059355735778808594, -0.5112731456756592, 0.3632495701313019, 0.38741907477378845, 0.807621419429779, -0.6992030143737793, -0.014077221974730492, 0.03662259504199028, 0.1023331880569458, 0.48039132356643677, 0.39412277936935425, 0.049645472317934036, 0.5009488463401794, 0.13718877732753754, -0.08710300922393799, -0.6296255588531494, -0.2704971730709076, -0.44228842854499817, -0.29937744140625, -0.22765140235424042, 0.4524560570716858, 0.027836643159389496, -0.861195981502533, -0.4680180251598358, -0.1536283940076828, 0.5676646828651428, -0.2372826486825943, -0.36047565937042236, -0.2931384742259979, 0.4417640268802643, -0.03689850494265556, 0.6648082733154297, -0.2060208022594452, 0.09177491068840027, 0.3035309910774231, 0.4492599368095398, 0.08449471741914749, 0.46542876958847046, 0.14080500602722168, 0.5001355409622192, -0.3208054006099701, 0.5398277640342712, -0.7551281452178955, -0.7072100043296814, 0.170536071062088, -0.4802849292755127, -0.2715983986854553, 0.27353137731552124, -0.1966487616300583, -0.04960355535149574, 0.2737988829612732, -0.130049929022789, 0.04128167778253555, -0.34140413999557495, -0.32646024227142334, -0.44743090867996216, -0.6196451783180237, -0.019650962203741074, -0.14121752977371216, -0.19425156712532043, 0.3945719003677368, 0.03841768577694893, -0.1575794368982315, -0.2603909373283386, -0.256281316280365, 0.33359360694885254, 0.4514496326446533, 0.0896296352148056, -0.06790606677532196, 0.32819056510925293, 0.6465067267417908, 1.3351194858551025, 0.1058141216635704, -0.31825557351112366, -0.26400190591812134, -0.1353575736284256, -0.46115759015083313, -0.08451014012098312, 0.6090601682662964, 0.23434549570083618, 0.3642284572124481, 0.06164425238966942, 0.5186508893966675, -0.035340551286935806, -0.678493082523346, -0.07734009623527527]"
992,"[-0.22421398758888245, -0.3661549687385559, -0.39011090993881226, 0.2062816470861435, 0.43294599652290344, 0.3604153096675873, 0.005709079559892416, -0.2266639918088913, -0.18982698023319244, -0.36023059487342834, 0.1860363483428955, -0.6977425217628479, -0.26876136660575867, 0.11380847543478012, 1.2087907791137695, -0.07275372743606567, 0.015324954874813557, -0.4747982621192932, -0.09076688438653946, -0.9849714636802673, 0.11102117598056793, 0.05765450745820999, -0.16230185329914093, 0.12097346782684326, -0.18133026361465454, 0.07491475343704224, -0.14682117104530334, 0.018319061025977135, -0.05170057713985443, 0.044266946613788605, -0.18953852355480194, -0.5577983260154724, -0.1025916337966919, -0.07336079329252243, 0.047589756548404694, 0.19234499335289001, -0.1628069132566452, -0.021062767133116722, -0.14924661815166473, 0.1938883513212204, -0.27656736969947815, 0.38374367356300354, -1.0599253177642822, 0.06958881765604019, 0.46310538053512573, -0.27177825570106506, 0.46970370411872864, 0.4083653390407562, 1.1072193384170532, 0.7202502489089966, -0.6536057591438293, -0.3355240523815155, 0.22310253977775574, 0.078883595764637, -0.6251896619796753, 0.4464855194091797, -0.6655996441841125, -0.46914157271385193, 0.13590528070926666, -1.2500985860824585, -0.1684902012348175, -0.42458486557006836, 0.11555973440408707, -0.17379362881183624, -0.1062505841255188, -0.021403979510068893, -0.2759719491004944, -0.1363278478384018, -0.5553341507911682, -0.04686658829450607, -0.5765326023101807, -0.22327172756195068, -0.1623869389295578, -0.05199366435408592, -0.3932250738143921, -0.07121755927801132, -0.4018908441066742, 0.3459901213645935, 0.6031534671783447, 0.3533012866973877, -0.06427806615829468, 0.10970693826675415, 0.046812959015369415, 0.15187402069568634, 0.3276231288909912, 0.22032634913921356, 0.3706420361995697, 0.18210792541503906, 0.24124163389205933, -0.5944764018058777, -0.37381935119628906, -0.011814508587121964, -0.3064018785953522, -0.2165902554988861, -0.14544375240802765, -0.09844747930765152, 0.36053669452667236, 0.7993938326835632, -0.49230146408081055, 0.31630179286003113]"
3,"[-0.30048471689224243, -0.7195034623146057, -0.6804898381233215, 0.08739129453897476, -0.4721285402774811, -0.5881707668304443, -0.3749067783355713, 0.10493075102567673, 1.0711265802383423, -0.020316140726208687, 0.024346482008695602, -0.8522846102714539, 0.3443925976753235, 0.23479871451854706, 1.4665504693984985, -0.20903149247169495, 0.02473469451069832, -0.20864291489124298, 0.24661287665367126, -0.3709433674812317, -0.823371171951294, 0.30971866846084595, -0.27714261412620544, -0.09552165120840073, 0.5256303548812866, 0.11710232496261597, 0.31205666065216064, 1.0181154012680054, 0.4779421091079712, 0.3637974262237549, -0.626744270324707, -0.6859079003334045, 0.22733502089977264, -0.29983508586883545, 0.3205166459083557, 0.14242543280124664, -0.49918755888938904, 0.6535073518753052, -0.4145932197570801, 0.3048942983150482, -0.49851879477500916, -0.08944793790578842, 0.14440420269966125, 0.160973459482193, 0.3852003514766693, 0.07420515269041061, -0.31669875979423523, 0.37270569801330566, 0.4708462953567505, -0.1543295681476593, -0.17940180003643036, 0.023705391213297844, -0.3157942295074463, 0.6136052012443542, -0.14408686757087708, 0.5414231419563293, -0.011585872620344162, -0.20413240790367126, 0.006212289910763502, -0.31822896003723145, -0.22075225412845612, 0.20175239443778992, -0.34723493456840515, 0.10711228847503662, 0.5247642397880554, 0.5804684162139893, -0.0768786072731018, -0.3168254792690277, 0.18485023081302643, 0.12762005627155304, -0.25104576349258423, -0.6624512076377869, 0.10950452834367752, -0.12961792945861816, -0.23717641830444336, -0.2735389173030853, -0.5952094793319702, -0.25005605816841125, 0.926103949546814, 0.44550833106040955, -0.226847842335701, -0.1294577270746231, -0.42400652170181274, 0.19578862190246582, 0.07957936078310013, -0.1418144851922989, -0.0666840448975563, 0.4354325234889984, 0.17022959887981415, -0.8119224905967712, -0.45712998509407043, -0.42409613728523254, 0.13285136222839355, -0.053480036556720734, -0.24271151423454285, -0.5053408145904541, 0.7729044556617737, -0.10854194313287735, -0.3081229031085968, 0.42056170105934143]"
13,"[-0.32952994108200073, -0.22247692942619324, -0.03822080418467522, -0.5365872979164124, -0.09855349361896515, 0.5642797350883484, -0.19221769273281097, -0.45027825236320496, 0.5804701447486877, 0.6060736179351807, -0.3340493142604828, -0.2571965754032135, 0.7148328423500061, -0.2038009911775589, 0.1175377294421196, -0.5136686563491821, -0.15865491330623627, 0.06935334950685501, 0.30574601888656616, -0.5229082107543945, -0.11284954845905304, -0.21232609450817108, -0.14811229705810547, -0.37222638726234436, 0.22132064402103424, -0.20265138149261475, -0.10717529058456421, -0.5281389355659485, 0.019673138856887817, -0.2181185483932495, 0.40069666504859924, -0.33386728167533875, -0.06331497430801392, 0.05564728379249573, 0.6792237162590027, 0.31851375102996826, -0.3601323664188385, -0.08940019458532333, -0.8206428289413452, 0.3119385838508606, -0.0533115416765213, -0.6225252747535706, -0.136992409825325, -0.36354583501815796, -0.13916970789432526, -0.32546520233154297, 0.445803165435791, -0.35461828112602234, 0.010922425426542759, -0.1446724832057953, 0.027687493711709976, 0.2418758124113083, 0.21756777167320251, 0.34663066267967224, 0.022017445415258408, -0.0284403208643198, -0.3721095025539398, 0.11355916410684586, 0.03791150450706482, -0.076719269156456, -0.2993459701538086, 0.525227963924408, -0.6444194912910461, 0.36769551038742065, 0.08711110800504684, 0.286476194858551, 0.40785372257232666, -0.1732507050037384, 0.11722229421138763, -0.31079381704330444, -0.550813615322113, -0.2026815265417099, 0.5224149823188782, -0.13438303768634796, 0.3492327928543091, -0.11141651123762131, -0.27667000889778137, -0.4236118793487549, -0.00475588534027338, -0.10350492596626282, -0.3615431487560272, 0.2676433026790619, -0.2292429357767105, 0.5465118288993835, 0.15178954601287842, 0.9557495713233948, 0.2863445281982422, 0.3967803418636322, 0.0530417338013649, -0.08775793761014938, -0.2030438333749771, -0.1342879980802536, 0.14105895161628723, 0.31131523847579956, -0.4737779200077057, 0.189750075340271, 0.5113822817802429, 0.17227746546268463, -0.4447040259838104, 0.2136652171611786]"
23,"[0.6244235634803772, -0.5358134508132935, -0.10568621009588242, 0.034984782338142395, -0.042363010346889496, 1.1684248447418213, 0.3391839563846588, 0.022088704630732536, 0.3581949472427368, 0.06135260686278343, 0.061872512102127075, 0.10624558478593826, 0.32221776247024536, -0.3015328049659729, 0.40919265151023865, -0.34269940853118896, -0.4646930992603302, -0.42364752292633057, 0.49850302934646606, -0.3884178698062897, 0.20952224731445312, 0.41394495964050293, 0.3552556335926056, -0.11217233538627625, 0.1402987688779831, 0.6771750450134277, -0.016363447532057762, -0.803968071937561, 0.07654307037591934, 0.03267642483115196, -0.4487239122390747, -0.5684703588485718, 0.5368567109107971, -0.34040045738220215, -0.7705956101417542, -0.35956746339797974, -0.09342678636312485, -0.5548694133758545, -0.4454565644264221, -0.263699471950531, 0.0034918952733278275, 0.5373160243034363, -0.5478819608688354, -0.2021942436695099, 0.42522484064102173, 0.0068747238256037235, -0.6340352892875671, -0.1846492886543274, 0.8915036916732788, 0.22309353947639465, 0.07051309198141098, 0.34506723284721375, 0.25941309332847595, 0.5093112587928772, 0.6016947031021118, 0.2844792604446411, -0.5789423584938049, -0.19544778764247894, -0.08436828851699829, -0.7390545606613159, -0.504925012588501, 0.4243473410606384, -0.5972111225128174, -0.16913628578186035, -0.5351722240447998, -0.3057679831981659, 0.21711298823356628, 0.18602752685546875, -0.2687395513057709, 0.3419806957244873, 0.09002416580915451, -0.36583414673805237, -0.11727873235940933, -0.8897077441215515, 0.37190189957618713, 0.28266236186027527, 0.2426386922597885, -0.16299322247505188, -0.2617416977882385, 0.001295925583690405, -0.1447068750858307, -0.21783390641212463, -0.5656808614730835, 0.6885615587234497, -0.5760464668273926, -0.14184477925300598, 0.2680603265762329, 0.02805819734930992, -0.8929182291030884, 0.18187378346920013, -0.3816188871860504, -0.7163951396942139, -0.44201624393463135, 0.1705363392829895, 0.5057690143585205, 0.03135005384683609, 0.26514291763305664, 0.1673612892627716, -0.0905664712190628, -0.051701489835977554]"
