id,features
131,"[0.055756255984306335, -0.0766768530011177, 0.027011999860405922, 0.29458197951316833, -0.27141883969306946, -0.17778806388378143, -0.08961115032434464, 0.30983248353004456, -0.4875466823577881, 0.04893162474036217, -0.2883160412311554, 0.5739625096321106, -0.3534797430038452, -0.42155155539512634, -0.04828449711203575, -0.19330161809921265, 0.04660363867878914, -0.136655792593956, -0.0341646745800972, 0.339776873588562, -0.41138121485710144, -0.06872907280921936, 0.2368514984846115, 0.32358691096305847, 0.04011254757642746, -0.13419362902641296, 0.5108757019042969, -0.2569693326950073, -0.3952954113483429, -0.13353222608566284, -0.043588973581790924, -0.6031574606895447, -0.05955711007118225, -0.19322198629379272, -0.08430781215429306, -0.21455927193164825, 0.337144136428833, -0.23602394759655, 0.1524498015642166, 0.46213531494140625, -0.23569099605083466, -0.09640277922153473, 0.16727496683597565, 0.12327452003955841, -0.2353990226984024, 0.02951844036579132, -0.17608903348445892, 0.5688603520393372, 0.2621479630470276, 0.12125133723020554, 0.40150967240333557, -0.015861978754401207, -0.02756190299987793, -0.407917320728302, -0.0556778684258461, -0.513175904750824, -0.0794740542769432, 0.16883623600006104, 0.24939654767513275, -0.09665732085704803, -0.43377581238746643, 0.030803421512246132, -0.2707456946372986, -0.12146908789873123, -0.04604547843337059, -0.16580134630203247, -0.03868534043431282, 0.42453086376190186, 0.4153611361980438, -0.1661851406097412, 0.10746318101882935, -0.002242668066173792, -0.41621148586273193, -0.2441079020500183, -0.24483546614646912, -0.09945360571146011, -0.022892696782946587, -0.00830850936472416, -0.1255885362625122, 0.2440442144870758, 0.016111889854073524, -0.3012898862361908, 0.16735075414180756, 0.2100170999765396, 0.3225632309913635, -0.0010602169204503298, -0.054903265088796616, 0.014774025417864323, 0.13078957796096802, -0.23005881905555725, -0.12652643024921417, -0.24115286767482758, 0.2586754560470581, -0.028639845550060272, 0.07885605096817017, -0.023074021562933922, -0.09413720667362213, 0.45697128772735596, 0.12319450080394745, -0.3084186315536499]"
141,"[0.05169055610895157, 0.253930002450943, 0.14782404899597168, 0.4191722571849823, -0.3766861855983734, 0.027984604239463806, 0.703779399394989, 0.48937347531318665, 0.01893290877342224, 0.12928397953510284, -0.039648689329624176, 0.012162298895418644, 0.21351340413093567, -0.4014729857444763, -0.45896950364112854, 0.0959724634885788, -0.39310720562934875, 0.2707481384277344, 0.07804320007562637, -0.21174326539039612, -0.3235988914966583, 0.19478978216648102, -0.16632692515850067, -0.2504926919937134, -0.5224741101264954, 0.18173056840896606, 0.11069272458553314, 0.28348538279533386, 0.3080177903175354, -0.33083608746528625, 0.012685908935964108, -0.4297884702682495, 0.2626754641532898, 0.029047561809420586, 0.3616954982280731, -0.09682208299636841, -0.11006510257720947, -0.29043594002723694, -0.39251214265823364, 0.14966106414794922, -0.016919367015361786, -0.1831059753894806, 0.04998613893985748, 0.029821233823895454, -0.21440213918685913, 0.009070659056305885, -0.07860887795686722, 0.025374192744493484, 0.1610369086265564, -0.31236642599105835, 0.21602439880371094, -0.019162576645612717, -0.3063156008720398, 0.19674943387508392, -0.3120746612548828, -0.0037086571101099253, -0.09525355696678162, -0.22989898920059204, 0.25046613812446594, 0.06835656613111496, -0.516483724117279, 0.007595128379762173, -0.5577508211135864, -0.11049842834472656, 0.25644972920417786, -0.04676700383424759, -0.5112712383270264, -0.28881368041038513, -0.8292054533958435, 0.16675792634487152, -0.04450780898332596, 0.32899701595306396, 0.13479606807231903, 0.3435320556163788, -0.42950868606567383, 0.39427119493484497, -0.3061565160751343, -0.13760818541049957, -0.4034121632575989, 0.4227543771266937, -0.48831862211227417, -0.23139464855194092, 0.35997772216796875, -0.03438896685838699, -0.116987444460392, 0.21735595166683197, 0.9361125826835632, -0.10576348751783371, 0.04825800284743309, -0.2751292288303375, -0.2602051794528961, 0.10645993053913116, -0.05963511765003204, -0.1617531180381775, 0.027751298621296883, -0.2707991302013397, 0.22937802970409393, 0.12077027559280396, -0.004627557005733252, -0.04980650171637535]"
151,"[0.21026848256587982, 0.060371965169906616, 0.13193631172180176, -0.08223980665206909, -0.08871888369321823, -0.024344494566321373, 0.16419267654418945, 0.16970792412757874, -0.42981866002082825, -0.29123616218566895, 0.08641278743743896, 0.234589084982872, 0.43069061636924744, -0.40842437744140625, -0.14088940620422363, -0.018902253359556198, 0.21596239507198334, 0.42891716957092285, -0.14563223719596863, 0.01682678796350956, 0.034929677844047546, 0.0654631108045578, 0.3379448652267456, 0.34343406558036804, -0.28704914450645447, 0.1743049919605255, -0.10665734112262726, 0.19360533356666565, -0.23259013891220093, 0.3829668462276459, 0.16265727579593658, 0.13226646184921265, -0.21959808468818665, 0.16984565556049347, 0.33858150243759155, -0.03414035215973854, -0.1455809473991394, 0.047670211642980576, -0.003692904021590948, -0.25196754932403564, -0.1347600668668747, 0.07796087116003036, -0.08932462334632874, -0.26301637291908264, 0.1117141917347908, -0.28044137358665466, -0.005667228251695633, 0.28776654601097107, -0.06008259207010269, 0.20370686054229736, -0.24141040444374084, 0.330558180809021, -0.07953669875860214, -0.10468998551368713, 0.29307565093040466, -0.2518009543418884, 0.18083271384239197, -0.02644660696387291, -0.3283687233924866, 0.2842015326023102, -0.28316012024879456, -0.20217818021774292, 0.24515484273433685, 0.42759400606155396, -0.4497140049934387, -0.06951456516981125, -0.11415977776050568, 0.20787866413593292, 0.2335396707057953, -0.002324938541278243, -0.21907901763916016, -0.332009494304657, -0.26741814613342285, 0.3005616366863251, -0.08225762099027634, 0.42914140224456787, -0.04776015132665634, 0.3771415948867798, 0.2845900058746338, -0.21183878183364868, -0.26683011651039124, -0.004664615262299776, 0.17885279655456543, 0.05721207708120346, -0.20520755648612976, -0.08304409682750702, 0.3819372057914734, 0.1553322672843933, 0.23958709836006165, -0.0779699981212616, 0.06555592268705368, -0.05071274936199188, -0.11505883932113647, 0.020183509215712547, 0.07496587187051773, -0.3052336573600769, 0.19696417450904846, 0.5353934168815613, 0.2474823147058487, 0.04473920539021492]"
22,"[0.13529840111732483, -0.1696978211402893, 0.14785295724868774, -0.19565127789974213, 0.2866526246070862, 0.0318634957075119, 0.4661024510860443, 0.2773180902004242, -0.19061914086341858, -0.05049803853034973, 0.1324263960123062, 0.005936345085501671, -0.3622049391269684, -0.3262070417404175, -0.0773192048072815, 0.22423960268497467, -0.2546904385089874, 0.11753197759389877, 0.24041524529457092, 0.3939007818698883, -0.02957826852798462, -0.11765669286251068, 0.19138860702514648, -0.23036964237689972, 0.3112316131591797, 0.1812637746334076, -0.2655702829360962, -0.041226454079151154, 0.30506402254104614, 0.014704410918056965, 0.1065761148929596, 0.01679868809878826, -0.34946179389953613, 0.3142900764942169, 0.0930887758731842, -0.11363709717988968, -0.24414700269699097, 0.23605407774448395, -0.3085232079029083, 0.09085351973772049, 0.1390741467475891, -0.1311374455690384, 0.41319534182548523, -0.18006300926208496, 0.24079862236976624, -0.20076453685760498, 0.15896040201187134, -0.15308871865272522, 0.07460097968578339, -0.02250050939619541, 0.06561006605625153, 0.09359844028949738, 0.03846106678247452, -0.44507071375846863, -0.0400628037750721, -0.6217865943908691, -0.3095575273036957, 0.36025944352149963, -0.13276028633117676, 0.238987535238266, -0.486660897731781, 0.4539743661880493, 0.11366112530231476, 0.3157365918159485, 0.08153600990772247, -0.02722158096730709, -0.21549229323863983, -0.18608248233795166, -0.405205100774765, -0.07000614702701569, 0.17185206711292267, -0.22390179336071014, -0.028739189729094505, -0.16489629447460175, -0.2690250873565674, 0.08851402997970581, 0.14031308889389038, 0.18122687935829163, -0.3007011115550995, 0.253586083650589, -0.08547742664813995, -0.39100682735443115, 0.17158956825733185, 0.5115656852722168, 0.12468656152486801, -0.034434981644153595, -0.061147600412368774, -0.0626143142580986, -0.1464443951845169, 0.33955734968185425, 0.06393512338399887, -0.37023279070854187, 0.11310861259698868, 0.1894802749156952, -0.2761351466178894, 0.43991997838020325, 0.22170111536979675, 0.23741307854652405, 0.5437943339347839, -0.1750027984380722]"
32,"[0.10739734023809433, -0.19755889475345612, -0.27290165424346924, 0.2897292673587799, -0.13969692587852478, 0.24458549916744232, 0.7567175626754761, -0.11286100000143051, 0.04927143454551697, -0.23946714401245117, -0.2276759296655655, 0.34828269481658936, -0.1478377729654312, 0.104367196559906, -0.4708443582057953, -0.1332942694425583, 0.3028079867362976, 0.1604066789150238, 0.08221454173326492, 0.020154593512415886, -0.0791042149066925, -0.19007869064807892, 0.29001715779304504, 0.08936105668544769, 0.4580090045928955, 0.22593197226524353, -0.14426051080226898, 0.2938174307346344, 0.5920750498771667, 0.29002317786216736, 0.3383692502975464, -0.5155622959136963, 0.11381946504116058, 0.21549378335475922, 0.18340711295604706, -0.056452564895153046, -0.15962949395179749, -0.45948442816734314, 0.09875711053609848, 0.14048108458518982, 0.4711873531341553, -0.01832687295973301, 0.1306539624929428, -0.32807478308677673, -0.34162214398384094, -0.03656022250652313, 0.5114988684654236, 0.23564815521240234, -0.4405038058757782, 0.2037380039691925, -0.25106632709503174, 0.3322371244430542, 0.5910832285881042, -0.48567214608192444, 0.13455645740032196, 0.3283320367336273, -0.24334639310836792, -0.1745249629020691, 0.48334842920303345, -0.0025726938620209694, 0.19260329008102417, -0.01398088876157999, -0.16519570350646973, 0.8223486542701721, -0.26686105132102966, -0.4892688989639282, 0.04349570348858833, 0.23703394830226898, -0.024567672982811928, -0.13471993803977966, -0.16252414882183075, -0.5150389671325684, -0.13340924680233002, -0.16215787827968597, 0.29409685730934143, -0.21150237321853638, 0.31682977080345154, -0.2745485305786133, 0.07319776713848114, 0.4764169752597809, -0.5900697708129883, 0.014609371311962605, 0.1311926692724228, -0.036380380392074585, 0.18452616035938263, -0.23337838053703308, 0.26284167170524597, 0.1998147964477539, -0.23896309733390808, 0.037539757788181305, -0.08754278719425201, 0.20857487618923187, 0.12441010773181915, 0.176101416349411, 0.146440789103508, -0.029520535841584206, 0.3685041666030884, 0.21629798412322998, 0.02688923478126526, -0.23117762804031372]"
42,"[0.3949046730995178, 0.9081977605819702, -0.11523038893938065, 0.2026936262845993, 0.08690078556537628, -0.024593746289610863, -0.5233791470527649, -0.04985855892300606, -0.32412460446357727, -0.43580424785614014, 0.061555005609989166, 0.011933214962482452, -0.34050703048706055, -0.29282522201538086, 0.42859214544296265, 0.23686496913433075, 0.12404784560203552, 0.018471358343958855, -0.021444670855998993, -0.4141072928905487, 0.25409364700317383, 0.3133032023906708, -0.2513994574546814, 0.295651912689209, -0.24822013080120087, -0.08671711385250092, 0.4383147954940796, 0.45165422558784485, 0.23686465620994568, 0.07463712990283966, 0.40497323870658875, -0.20348486304283142, -0.12361498922109604, -0.3399618864059448, 0.25405585765838623, 0.21945464611053467, 0.277927964925766, 0.3902534544467926, -0.14606928825378418, 0.5618992447853088, 0.24543611705303192, 0.20315198600292206, 0.3937946557998657, -0.23781384527683258, -0.1515679806470871, -0.295592337846756, -0.29442235827445984, 0.05534690245985985, -0.09112922847270966, 0.7136808037757874, -0.3461005985736847, 0.16182845830917358, 0.04089617729187012, -0.13077999651432037, -0.369554340839386, -0.09938874840736389, -0.10771356523036957, 0.0447038896381855, 0.22639687359333038, 0.15261481702327728, 0.33040690422058105, 0.17080417275428772, -0.28491923213005066, 0.0027407663874328136, 0.18594065308570862, -0.2076997458934784, -0.1520397961139679, 0.20095592737197876, -0.41096052527427673, 0.3010527789592743, 0.17172762751579285, -0.5278457403182983, 0.25151756405830383, 0.17901070415973663, 0.15253664553165436, -0.30644968152046204, 0.2749038338661194, 0.31797242164611816, -0.5700243711471558, 0.27623602747917175, -0.276678204536438, -0.7861036658287048, 0.0971926748752594, -0.03572884574532509, -0.16547641158103943, -0.1737619936466217, 0.004148347768932581, 0.4915652275085449, -0.2876186966896057, 0.4166923761367798, 0.025945264846086502, -0.38365647196769714, 0.4314410984516144, 0.1145053282380104, 0.1083621010184288, -0.38738036155700684, -0.14900104701519012, 0.24594363570213318, 0.4005434513092041, -0.2130814641714096]"
52,"[0.1679813414812088, 0.25303396582603455, -0.20449472963809967, 0.22390565276145935, 0.5515146851539612, 0.2300671637058258, 0.6679454445838928, -0.30437397956848145, -0.12692557275295258, 0.1511399745941162, -0.5613856911659241, -0.18988123536109924, -0.1977301687002182, 0.04546048119664192, 0.03469217196106911, -0.4811270236968994, -0.26558634638786316, 0.29147306084632874, -0.2731214761734009, 0.33891308307647705, -0.4266841411590576, -0.11796921491622925, -0.13956382870674133, -0.07671334594488144, 0.24621213972568512, -0.38845571875572205, 0.3783056437969208, -0.13943780958652496, -0.003061677096411586, 0.26235613226890564, -0.1663699895143509, -0.032929591834545135, -0.5670665502548218, -0.29202133417129517, 0.5802356004714966, 0.1177041307091713, -0.14649446308612823, 0.25520265102386475, 0.06210242211818695, 0.4119119346141815, 0.0746726542711258, 0.21099108457565308, -0.03553979843854904, 0.4155406653881073, -0.08084793388843536, 0.3140014111995697, 0.30482757091522217, -0.28621706366539, -0.027487119659781456, 0.05229194834828377, 0.18263985216617584, 0.2614265978336334, 0.24238727986812592, -0.11757262796163559, -0.32534828782081604, -0.12033951282501221, -0.43675702810287476, 0.15046453475952148, 0.20534303784370422, -0.23558010160923004, -0.04699527099728584, -0.02893845923244953, -0.18957415223121643, 0.09299638867378235, -0.06632895767688751, 0.1823253482580185, 0.15681461989879608, -0.12934182584285736, -0.43238306045532227, 0.47329601645469666, 0.21014557778835297, 0.09210742264986038, -0.25316548347473145, 0.35790371894836426, 0.37687423825263977, -0.6293507814407349, 0.5949782133102417, 0.09237084537744522, 0.11600987613201141, 0.38457202911376953, 0.28191375732421875, -0.06951508671045303, 0.12281190603971481, 0.10795434564352036, -0.04439064487814903, 0.13008177280426025, 0.1813533753156662, 0.4900665581226349, -0.3224369287490845, -0.13403122127056122, -0.24373246729373932, -0.19087602198123932, 0.28968149423599243, 0.21808749437332153, 0.028224200010299683, 0.10091088712215424, 0.2548726797103882, -0.05679229646921158, 0.022118890658020973, 0.19766384363174438]"
62,"[-0.3786313533782959, -0.12680678069591522, 0.060770709067583084, 0.4229143559932709, -0.2559829652309418, -0.1342383772134781, 0.5192439556121826, -0.05544815585017204, 0.38280004262924194, -0.33471229672431946, 0.014718097634613514, 0.34305667877197266, -0.29897862672805786, -0.13359272480010986, 0.019724324345588684, -0.005767018534243107, 0.22466228902339935, 0.3662315607070923, 0.375275194644928, 0.3031647205352783, -0.40535852313041687, 0.15082833170890808, -0.15447714924812317, 0.2255917638540268, 0.1885044425725937, -0.10003268718719482, 0.03298618644475937, 0.18492279946804047, 0.33888158202171326, -0.4094426929950714, 0.061181921511888504, 0.021113695576786995, -0.3988892734050751, 0.33829793334007263, 0.058006588369607925, 0.2281864732503891, 0.062357302755117416, -0.5456697940826416, 0.04279078543186188, 0.3963888883590698, 0.45564699172973633, -0.5079635381698608, 0.49749836325645447, 0.7317061424255371, 0.04441175237298012, -0.22840486466884613, -0.008638767525553703, 0.26276105642318726, -0.4732988178730011, 0.07884395122528076, 0.06245613470673561, -0.3384150564670563, -0.050753071904182434, -0.4297831952571869, 0.06915224343538284, -0.0939922034740448, 0.12303154915571213, 0.5199353694915771, 0.27350732684135437, 0.0423412062227726, -0.2184126377105713, 0.2257014662027359, -0.48296284675598145, 0.31847965717315674, -0.22094415128231049, -0.0432070828974247, -0.02903921715915203, -0.06274279952049255, -0.40749284625053406, 0.19677026569843292, -0.2118060141801834, -0.18806502223014832, 0.16189904510974884, 0.04890937730669975, 0.18135546147823334, -0.4403996169567108, -0.31232690811157227, -0.2954683303833008, 0.048979777842760086, -0.04549633711576462, -0.17222797870635986, 0.2290465235710144, 0.39127272367477417, -0.410846471786499, 0.10082308948040009, -0.06732923537492752, 0.4461132884025574, -0.11932820081710815, -0.2660474479198456, 0.0190977081656456, -0.08560863882303238, -0.3715228736400604, 0.1842203438282013, -0.07751161605119705, 0.1135079562664032, -0.15384669601917267, -0.1838543564081192, 0.025524158030748367, -0.08864223212003708, -0.061775024980306625]"
72,"[0.1802496463060379, -0.6995435357093811, -0.09316515922546387, 0.32693609595298767, -0.003934492822736502, -0.0044655753299593925, -0.1699259728193283, -0.4092249572277069, -0.5817416906356812, -0.06137010082602501, -0.269692987203598, -0.028542157262563705, 0.1072603091597557, -0.3432098925113678, 0.17338693141937256, 0.10164693742990494, 0.0738411620259285, 0.6052327752113342, -0.17873035371303558, -0.14673593640327454, -0.2725481390953064, 0.280299574136734, -0.2064817249774933, -0.022226346656680107, 0.15606540441513062, 0.6801024079322815, 0.09299103170633316, 0.08757639676332474, 0.1543082594871521, 0.2555249333381653, 0.10754439234733582, -0.8726710081100464, -0.6393575072288513, -0.02051185443997383, -0.2900545001029968, 0.24820184707641602, -0.030335478484630585, 0.02535416930913925, -0.3204788863658905, -0.12762443721294403, -0.3783835172653198, -0.10588487982749939, 0.4453960657119751, 0.19536557793617249, 0.047326795756816864, -0.19757132232189178, 0.4566904902458191, -0.13283094763755798, 0.4222104251384735, 0.14329688251018524, -0.194476917386055, 0.2906356155872345, 0.3162415027618408, -0.1135258898139, -0.45259860157966614, -0.40116503834724426, 0.33438700437545776, -0.010381191037595272, 0.005413388833403587, 0.11887869983911514, 0.0334760881960392, -0.34934675693511963, -0.12714484333992004, 0.1247192770242691, -0.2745513617992401, 0.036767128854990005, 0.6458108425140381, -0.06963875144720078, -0.3101835250854492, -0.03413868322968483, -0.43095290660858154, 0.312820166349411, -0.37673527002334595, -0.04376769810914993, 0.033257171511650085, -0.06575664132833481, 0.14727720618247986, -0.18918918073177338, -0.8054438829421997, -0.1803303062915802, 0.5468171834945679, -0.24754396080970764, -0.17978301644325256, 0.0020743478089571, -0.30245041847229004, -0.4691222310066223, 0.7435377240180969, 0.6426030993461609, -0.216894268989563, 0.2492506206035614, 0.05212411656975746, -0.1811484694480896, -0.005682042799890041, -0.35596469044685364, 0.4472614526748657, -0.07784608751535416, 0.24682164192199707, 0.38085004687309265, -0.2855713665485382, -0.28971290588378906]"
82,"[0.30218368768692017, -0.36630532145500183, 0.06212823837995529, 0.4049312472343445, 0.2598969638347626, 0.3746795654296875, 0.5814560651779175, -0.31831660866737366, -0.27803176641464233, 0.03526422381401062, -0.34176382422447205, -0.011134261265397072, -0.10439878702163696, -0.06516243517398834, -0.15268512070178986, -0.05334552377462387, 0.2128245234489441, -0.21277602016925812, 0.3896219730377197, -0.07360317558050156, 0.01950499601662159, -0.2873326539993286, 0.13258244097232819, 0.12879905104637146, -0.31758907437324524, -0.34333401918411255, 0.22956722974777222, -0.13054507970809937, 0.32763907313346863, 0.48911482095718384, -0.11115448921918869, -0.5127573609352112, -0.3542170524597168, -0.006349086761474609, -0.24979755282402039, 0.44290125370025635, -0.07406886667013168, -0.26798635721206665, -0.2171623259782791, -0.48079174757003784, 0.13690096139907837, -0.1971149444580078, -0.05586295947432518, 0.12971378862857819, -0.06659471243619919, -0.6344783306121826, -0.12341006845235825, 0.10558637976646423, -0.046737197786569595, 0.521568238735199, 0.10473750531673431, 0.49063482880592346, -0.06812954694032669, -0.1677950620651245, -0.016664959490299225, -0.2472696155309677, 0.22389006614685059, -0.04018095135688782, 0.15785421431064606, 0.1014406606554985, -0.2559945285320282, 0.35516291856765747, -0.27676713466644287, -0.01608206145465374, 0.34545788168907166, 0.0006186653045006096, -0.1381659060716629, 0.21604369580745697, -0.08338062465190887, 0.06105932220816612, -0.27253255248069763, -0.18331311643123627, 0.33547550439834595, -0.05578126758337021, -0.03151558339595795, -0.2039196938276291, 0.04458358883857727, 0.8106557130813599, -0.08493152260780334, 0.09334442019462585, -0.5477094650268555, 0.16720354557037354, 0.14438918232917786, -0.12167800962924957, 0.20212380588054657, 0.45907559990882874, 0.10969898104667664, -0.45927655696868896, -0.3338990807533264, 0.3032464385032654, -0.1253226101398468, -0.4593527019023895, -0.27764299511909485, -0.21784605085849762, 0.22858227789402008, -0.04486015439033508, 0.38152992725372314, 0.3455694317817688, 0.05677814409136772, 0.0264938622713089]"
92,"[0.28255602717399597, 0.013000048696994781, 0.20261085033416748, 0.12398695945739746, 0.012675314210355282, 0.10964009910821915, 0.07222045212984085, 0.5455235838890076, -0.15860538184642792, 0.35997089743614197, -0.1932820826768875, 0.4566391706466675, -0.27329498529434204, 0.16998882591724396, -0.12759988009929657, -0.06127175688743591, 0.611955463886261, 0.3662402033805847, 0.07902289181947708, -0.03802895173430443, -0.3167620301246643, -0.360379159450531, 0.14239519834518433, -0.47042256593704224, 0.09347480535507202, 0.4051453769207001, -0.27279675006866455, -0.04547110199928284, 0.04029851779341698, 0.15603239834308624, 0.27892690896987915, 0.14706431329250336, 0.07808147370815277, 0.380643367767334, -0.5037365555763245, -0.27199575304985046, -0.026406627148389816, 0.17174002528190613, -0.2952314615249634, 0.005905588157474995, -0.05809102952480316, -0.019450023770332336, 0.11486881971359253, -0.13778726756572723, -0.16836142539978027, 0.2383837103843689, 0.19485865533351898, 0.3185272812843323, -0.2097567766904831, 0.4872483015060425, 0.13417460024356842, 0.021950922906398773, -0.3729114830493927, -0.4130000174045563, 0.09882292151451111, 0.030911026522517204, 0.05412490665912628, -0.15832090377807617, 0.44589540362358093, 0.37302854657173157, -0.1167907565832138, 0.1074974536895752, 0.247577965259552, -0.20316089689731598, 0.14221400022506714, 0.13913029432296753, 0.0794195830821991, 0.07944626361131668, -0.014656485989689827, 0.06760645657777786, -0.0904974564909935, -0.04914390668272972, 0.19866429269313812, 0.1538456529378891, 0.01790710538625717, -0.01425147894769907, 0.03595797345042229, -0.022479355335235596, -0.22945627570152283, 0.03635109215974808, -0.0759182944893837, -0.4474443197250366, -0.13374699652194977, -0.5345668792724609, -0.6411342620849609, 0.2955482304096222, 0.18822267651557922, 0.07615730911493301, -0.4548196792602539, -0.5437291860580444, -0.08376970142126083, -0.39429330825805664, 0.1695019006729126, -0.0572286881506443, 0.1709812730550766, 0.18266399204730988, 0.4745471179485321, 0.28782978653907776, 0.15047842264175415, -0.14174430072307587]"
102,"[-0.017688710242509842, 0.11971987038850784, 0.6193519234657288, 0.31035855412483215, 0.3600953221321106, -0.24041858315467834, 0.4381120800971985, 0.0528758279979229, -0.24297253787517548, -0.3860240578651428, -0.5734577775001526, 0.027105260640382767, -0.44691041111946106, -0.24004225432872772, -0.2330063432455063, 0.12367793917655945, -0.47374463081359863, 0.12910214066505432, 0.1650620996952057, -0.16849340498447418, -0.3462126851081848, -0.49984467029571533, 0.23563142120838165, -0.4175056219100952, 0.03456418216228485, -0.28099560737609863, 0.4676755666732788, 0.12649418413639069, 0.39891648292541504, 0.14337754249572754, 0.05301213636994362, 0.02301817759871483, 0.11978467553853989, -0.12613077461719513, -0.20976406335830688, 0.1561385691165924, 0.4185505211353302, -0.30768847465515137, -0.3166206181049347, 0.26671302318573, -0.16790230572223663, -0.15912331640720367, 0.042794305831193924, 0.053535956889390945, 0.012652887031435966, -0.21273529529571533, -0.15842537581920624, -0.37385618686676025, 0.05802208557724953, 0.18932001292705536, 0.2741682231426239, -0.24316737055778503, 0.5200923681259155, 0.5060240030288696, 0.19283321499824524, -0.5434412360191345, 0.2516973316669464, 0.06873620301485062, 0.05915785953402519, 0.24859172105789185, -0.08076588064432144, 0.08604182302951813, -0.0034062291961163282, -0.12857690453529358, 0.23073770105838776, 0.015201309695839882, -0.19677889347076416, -0.070716492831707, -0.047976091504096985, -0.06382213532924652, -0.3428358733654022, -0.2334303855895996, 0.24010971188545227, 0.2579924464225769, 0.257795125246048, 0.13922488689422607, 0.36425507068634033, -0.37904930114746094, -0.3337852358818054, -0.3654744327068329, 0.33662211894989014, 0.06274375319480896, 0.16510815918445587, 0.02657163515686989, 0.13063514232635498, -0.016678687185049057, -0.014560947194695473, 0.04810509458184242, -0.1637692153453827, -0.13685360550880432, -0.2939647436141968, -0.0850444808602333, 0.5693596601486206, 0.36525076627731323, 0.2279079705476761, -0.4003945589065552, 0.30250754952430725, 0.4624797999858856, 0.1209452822804451, -0.3223585784435272]"
112,"[-0.49600112438201904, 0.14418825507164001, 0.12472683191299438, -0.12851916253566742, 0.1843756139278412, -0.07565820962190628, 0.190591499209404, 0.14839065074920654, 0.10013638436794281, -0.1115543469786644, -0.25543805956840515, -0.08515026420354843, -0.17769409716129303, -0.524609386920929, 0.03784571960568428, -0.1348569393157959, 0.04332103207707405, 0.19123785197734833, -0.0427372120320797, -0.018928563222289085, -0.3488023579120636, 0.17129461467266083, -0.15883812308311462, 0.25373929738998413, -0.14918969571590424, 0.10980071872472763, 0.28534725308418274, 0.21266132593154907, 0.23616988956928253, 0.0005943608703091741, 0.24938157200813293, -0.1347479522228241, -0.39400607347488403, 0.32666540145874023, -0.10312182456254959, 0.2146575152873993, 0.0772518515586853, 0.09064032882452011, 0.25595250725746155, 0.1116180270910263, 0.23980461061000824, -0.4799220561981201, -0.22674383223056793, 0.4874563217163086, -0.15162023901939392, -0.1594318300485611, -0.3464733958244324, -0.32464927434921265, -0.49172815680503845, 0.22848033905029297, -0.0780835673213005, 0.0337049700319767, -0.004492416512221098, -0.20915955305099487, 0.26544103026390076, -0.013084852136671543, 0.08683859556913376, -0.163695827126503, 0.2225288599729538, 0.4343469440937042, -0.3593117892742157, 0.4441226124763489, -0.04029567912220955, 0.2634944021701813, -0.36876797676086426, 0.23703713715076447, 0.35922691226005554, -0.00184046127833426, -0.21119336783885956, -0.09374891221523285, -0.17668373882770538, 0.06159389391541481, -0.005393302999436855, -0.03683486953377724, -0.25896936655044556, 0.010777401737868786, -0.2240266054868698, 0.23280687630176544, -0.22720570862293243, 0.3593549430370331, -0.12053535133600235, -0.008162835612893105, -0.1848393678665161, 0.08506723493337631, -0.07241436839103699, 0.15316052734851837, 0.114628367125988, 0.2008950561285019, 0.30740082263946533, -0.2730812132358551, 0.0800691619515419, 0.07609355449676514, 0.3305049240589142, -0.007396148517727852, -0.21947696805000305, -0.24293877184391022, 0.15011633932590485, 0.34001290798187256, 0.33008167147636414, -0.14406970143318176]"
